"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Id"
"Vehicle.Cabin.Door.Row1.Right.Shade","branch","","","","","","Side window shade","","","f8f91480eb7c59d6ad697f2f9b2f46f1"
"Vehicle.Cabin.Door.Row1.Right.Shade.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","763aea099a515fc998fde10d936b0b38"
"Vehicle.Cabin.Door.Row1.Right.Shade.Position","actuator","uint8","","percent","0","100","Position of window blind. 0 = Fully retracted. 100 = Fully deployed.","","","22944f205eb45c6f804e481b8dd783c5"
"Vehicle.Cabin.Door.Row2","branch","","","","","","All doors, including windows and switches","","","74c8a76ad2545ceba474a85ae84eec8e"
"Vehicle.Cabin.Door.Row2.Left","branch","","","","","","All doors, including windows and switches","","","20c6ae3bdb9b5fc8b8098d87f06c9069"
"Vehicle.Cabin.Door.Row2.Left.IsOpen","actuator","boolean","","","","","Is door open or closed","","","0143c6028c355f29ae5b3ee2d31869a8"
"Vehicle.Cabin.Door.Row2.Left.IsLocked","actuator","boolean","","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","5fb9d9707cd85925ab6658d90f044b45"
"Vehicle.Cabin.Door.Row2.Left.Window","branch","","","","","","Door window status","","","424d04d0ae8351af8c7115b131f1fe2e"
"Vehicle.Cabin.Door.Row2.Left.Window.isOpen","sensor","boolean","","","","","Is window open or closed","","","d2aea63f1e145bcaaa2cfb016972db92"
"Vehicle.Cabin.Door.Row2.Left.Window.Position","sensor","uint8","","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","6eeda05cd5d357958a0b0649b1b406f8"
"Vehicle.Cabin.Door.Row2.Left.Window.ChildLock","sensor","boolean","","","","","Is window child lock engaged. True = Engaged. False = Disengaged.","","","78aec9d9dfbb53a38b1b06f6ebb6f48c"
"Vehicle.Cabin.Door.Row2.Left.Window.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","1a5d1c57f46e576a8a94853e2a44d3f8"
"Vehicle.Cabin.Door.Row2.Left.IsChildLockActive","sensor","boolean","","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","1c08760700ca5814a62bac4e64628f8e"
"Vehicle.Cabin.Door.Row2.Left.Shade","branch","","","","","","Side window shade","","","beed1cdec4fb502390041087feaaa1bd"
"Vehicle.Cabin.Door.Row2.Left.Shade.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","41f6f14bbb595dcf8e51d1696e877114"
"Vehicle.Cabin.Door.Row2.Left.Shade.Position","actuator","uint8","","percent","0","100","Position of window blind. 0 = Fully retracted. 100 = Fully deployed.","","","33d7bdce5c915c3ea9633851f4f79cfb"
"Vehicle.Cabin.Door.Row2.Right","branch","","","","","","All doors, including windows and switches","","","e40a30e4838f5aaa970888d2865bc19e"
"Vehicle.Cabin.Door.Row2.Right.IsOpen","actuator","boolean","","","","","Is door open or closed","","","06f3b61e354f5db7b5b0e7f551fac582"
"Vehicle.Cabin.Door.Row2.Right.IsLocked","actuator","boolean","","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","51e82637cc1a5c6994e1928402a29419"
"Vehicle.Cabin.Door.Row2.Right.Window","branch","","","","","","Door window status","","","18950f3ff3a1598585a603c4224ad7bd"
"Vehicle.Cabin.Door.Row2.Right.Window.isOpen","sensor","boolean","","","","","Is window open or closed","","","d7ac920fde8052a4910fe37d5e1c7e4a"
"Vehicle.Cabin.Door.Row2.Right.Window.Position","sensor","uint8","","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","f6323b78eecc58e5a9bc5d66f2548ce3"
"Vehicle.Cabin.Door.Row2.Right.Window.ChildLock","sensor","boolean","","","","","Is window child lock engaged. True = Engaged. False = Disengaged.","","","f8b7ee44a4bd51fa9de1916382a0ba5b"
"Vehicle.Cabin.Door.Row2.Right.Window.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","364c0a712fa854b4b1b332eae1be179b"
"Vehicle.Cabin.Door.Row2.Right.IsChildLockActive","sensor","boolean","","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","c3747fdce0835d9abf8030917f3a6d3c"
"Vehicle.Cabin.Door.Row2.Right.Shade","branch","","","","","","Side window shade","","","092479bc8da55730827f3365828c89b2"
"Vehicle.Cabin.Door.Row2.Right.Shade.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","5b94a0c4e30a575c93942f0566be8be7"
"Vehicle.Cabin.Door.Row2.Right.Shade.Position","actuator","uint8","","percent","0","100","Position of window blind. 0 = Fully retracted. 100 = Fully deployed.","","","fa705739512a54e9a103ff356be14df7"
"Vehicle.Cabin.DoorCount","attribute","uint8","","","","","Number of doors in vehicle","","","c293fbef75725c57a9918dd5a34055c4"
"Vehicle.Cabin.Seat","branch","","","","","","All seats.","","","b0b253106b2851e3bb5c71ae3b09f09d"
"Vehicle.Cabin.Seat.Row1","branch","","","","","","All seats.","","","7a420ddeac6f538eb3939bb4a242d136"
"Vehicle.Cabin.Seat.Row1.Pos1","branch","","","","","","All seats.","","","9f570421f00a53f19f3741bd4e53303b"
"Vehicle.Cabin.Seat.Row1.Pos1.HasPassenger","sensor","boolean","","","","","Does the seat have a passenger in it.","","","83985fb2f68a53f69aafc93fb1c4abaf"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant","branch","","","","","","Occupant data.","","","e2303f18abb35b25932e97165858fa2e"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier","branch","","","","","","Identifier attributes based on OAuth 2.0.","","","473c3f152df7564589d0e09947ae428f"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier.Subject","sensor","string","","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","","8df99b3fedff5a219eacf254fb299ffb"
"Vehicle.Cabin.Seat.Row1.Pos1.Occupant.Identifier.Issuer","sensor","string","","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","","c631b08751b851ec9b12ade8332ba5e6"
"Vehicle.Cabin.Seat.Row1.Pos1.IsBelted","sensor","boolean","","","","","Is the belt engaged.","","","6bd16a2258d152919db77e9592ac837a"
"Vehicle.Cabin.Seat.Row1.Pos1.Heating","actuator","int8","","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","","6055f646e52c58959fe7c89e7e5e77df"
"Vehicle.Cabin.Seat.Row1.Pos1.Massage","actuator","uint8","","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","","0e668142a0855c31845050e3535ff1b3"
"Vehicle.Cabin.Seat.Row1.Pos1.Recline","actuator","int8","","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","","154be9f434bd5e40acf6294f30e9c756"
"Vehicle.Cabin.Seat.Row1.Pos1.Position","actuator","uint16","","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","","78283eb5efee58f8bce8b5fa3760df54"
"Vehicle.Cabin.Seat.Row1.Pos1.Height","actuator","uint16","","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","","a28e02777f0652c09282c639b2ab0a63"
"Vehicle.Cabin.Seat.Row1.Pos1.Cushion","branch","","","","","","Cushion (leg support) signals.","","","744e2e5b42e155e5b7b32ce5ff58ab30"
"Vehicle.Cabin.Seat.Row1.Pos1.Cushion.Height","actuator","uint16","","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","","7fcca1759439553da9ba96f6b8e5ab0c"
"Vehicle.Cabin.Seat.Row1.Pos1.Cushion.Length","actuator","uint16","","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","","2e82eb84c2315844a31c3799917302c8"
"Vehicle.Cabin.Seat.Row1.Pos1.Lumbar","branch","","","","","","Lumbar signals","","","4339464b5f335361bbb6501c7c535661"
"Vehicle.Cabin.Seat.Row1.Pos1.Lumbar.Inflation","actuator","uint8","","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","f9516c169c885f3e888efb60f33df03e"
"Vehicle.Cabin.Seat.Row1.Pos1.Lumbar.Height","actuator","uint8","","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","88cd5a9e251f5c1b8fd1fca9eef93652"
"Vehicle.Cabin.Seat.Row1.Pos1.SideBolster","branch","","","","","","Side bolster settings","","","2de687c7c868555a8abbf3e2898a6468"
"Vehicle.Cabin.Seat.Row1.Pos1.SideBolster.Inflation","actuator","uint8","","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","cec6036c545754a2b98375049abab7c2"
"Vehicle.Cabin.Seat.Row1.Pos1.HeadRestraint","branch","","","","","","Head restraint settings","","","8dfb0fa68c1459b190ce70bf38e675fe"
"Vehicle.Cabin.Seat.Row1.Pos1.HeadRestraint.Height","actuator","uint8","","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","","cf523dc17f9451b08be069c5ea7be059"
"Vehicle.Cabin.Seat.Row1.Pos1.Airbag","branch","","","","","","Airbag signals","","","51c12c552b745ead85e10392cd42791f"
"Vehicle.Cabin.Seat.Row1.Pos1.Airbag.IsDeployed","sensor","boolean","","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","","49cc2754a4385ef8bdd8ba4e81ae91f6"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch","branch","","","","","","Seat switch signals","","","6aeff0a2d48f5f28995f83cc5ada057d"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Warmer","actuator","boolean","","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","","3b6a1804d0385d29ac094468ef279100"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cooler","actuator","boolean","","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","","ae775abc1c3d52f9926c1964254eaed0"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Forward","actuator","boolean","","","","","Seat forward switch engaged (SingleSeat.Position)","","","c958f878a80256b8837437501854ad29"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Backward","actuator","boolean","","","","","Seat backward switch engaged (SingleSeat.Position)","","","09ac410884135f7db0bc159b56a6ca80"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Up","actuator","boolean","","","","","Seat up switch engaged (SingleSeat.Height)","","","6fdc2b91da6c5a38ae41465d94e89f9d"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Down","actuator","boolean","","","","","Seat down switch engaged (SingleSeat.Height)","","","0dbd1b52b69359a58aa80c59932c1579"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint","branch","","","","","","Switches for SingleSeat.HeadRestraint.Height","","","9411da84bae25d05b0a496d973d3f942"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Up","actuator","boolean","","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","","425d5a4817f754f2b0b650df3ea99949"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.HeadRestraint.Down","actuator","boolean","","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","","a2d03b4aa4ec5f829c666c14d79508d8"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage","branch","","","","","","Switches for SingleSeat.Massage","","","46a23e294875537d9ce222d748dd43ef"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage.Increase","actuator","boolean","","","","","Increase massage level switch engaged (SingleSeat.Massage)","","","3eb37a1d6aa3581d8daa6c32ac631629"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Massage.Decrease","actuator","boolean","","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","","205d334c99a1527e9e0ad193d14fe146"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline","branch","","","","","","Switches for SingleSeat.Recline","","","9153acbc0eae569b9ec30da267a46b01"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline.Backward","actuator","boolean","","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","","4852285a3ec05fd3841431a0c425ac1f"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Recline.Forward","actuator","boolean","","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","","fabd3e12e63d5a60a23b17dab032752e"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion","branch","","","","","","Switches for SingleSeat.Cushion","","","75599c7abaf75e3685ee431c73499c21"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Up","actuator","boolean","","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","","063ead2b6428542197fad4d5e1e6f1a8"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Down","actuator","boolean","","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","","312e6a5f4849517bb6c074f4c9d72f7b"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Forward","actuator","boolean","","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","","06ccb05626245b08a420c8f4059b8741"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Cushion.Backward","actuator","boolean","","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","","7322c0c5290959fd8edf8b50fc69e9a4"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar","branch","","","","","","Switches for SingleSeat.Lumbar","","","c77197a72ace5fb9901afa191d480fa3"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Up","actuator","boolean","","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","","012ff0edf15155339ec6070d6ea1c377"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Down","actuator","boolean","","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","","bd4287a0141b5e09bf1c28444ca6768c"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Inflate","actuator","boolean","","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","","9aebda3a28e250d1b820ad2db329b50f"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.Lumbar.Deflate","actuator","boolean","","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","","d95e7c7ce3075730a5841cee70912ffa"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster","branch","","","","","","Switches for SingleSeat.SideBolster","","","8ed4d123819f53c3a5aa19482aeacf63"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Inflate","actuator","boolean","","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","","2d3dc48a7ecf5f2a99b600f221faa770"
"Vehicle.Cabin.Seat.Row1.Pos1.Switch.SideBolster.Deflate","actuator","boolean","","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","","056d14d430e65211960602d5ab074824"
"Vehicle.Cabin.Seat.Row1.Pos2","branch","","","","","","All seats.","","","614cecf6380d5c23989d2c8bf20bd8c3"
"Vehicle.Cabin.Seat.Row1.Pos2.HasPassenger","sensor","boolean","","","","","Does the seat have a passenger in it.","","","0188a85fd4f15ddcb9b246976bc453c3"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant","branch","","","","","","Occupant data.","","","d85baab0f292585b912fd8ba8eae234f"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier","branch","","","","","","Identifier attributes based on OAuth 2.0.","","","ac22e6c5d43053b383f14c6b712b0698"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier.Subject","sensor","string","","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","","f8f67096b9e35197a3e199e9171c4872"
"Vehicle.Cabin.Seat.Row1.Pos2.Occupant.Identifier.Issuer","sensor","string","","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","","f88bffa4714d57f8b61b1034c57190ff"
"Vehicle.Cabin.Seat.Row1.Pos2.IsBelted","sensor","boolean","","","","","Is the belt engaged.","","","ee2919e0ffdd5a939a1b86b570c14112"
"Vehicle.Cabin.Seat.Row1.Pos2.Heating","actuator","int8","","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","","eae672cc71dc5046bf1bdef59b8cd980"
"Vehicle.Cabin.Seat.Row1.Pos2.Massage","actuator","uint8","","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","","c1935863d503574fb5d20b703974399c"
"Vehicle.Cabin.Seat.Row1.Pos2.Recline","actuator","int8","","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","","236d7a25e16954b7b4cba45f44114f93"
"Vehicle.Cabin.Seat.Row1.Pos2.Position","actuator","uint16","","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","","f14a3e9eaaf35012a8be3782b6a53f55"
"Vehicle.Cabin.Seat.Row1.Pos2.Height","actuator","uint16","","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","","fc3b3498a15c5417aadbbce4f758a6d5"
"Vehicle.Cabin.Seat.Row1.Pos2.Cushion","branch","","","","","","Cushion (leg support) signals.","","","12ec5f0bc43c57059ecc5c4bb65f65b9"
"Vehicle.Cabin.Seat.Row1.Pos2.Cushion.Height","actuator","uint16","","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","","729a4a9cc12f5f0da260406967b48f1f"
"Vehicle.Cabin.Seat.Row1.Pos2.Cushion.Length","actuator","uint16","","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","","7bea75eec2565b7e9e2bb45e83b0e11a"
"Vehicle.Cabin.Seat.Row1.Pos2.Lumbar","branch","","","","","","Lumbar signals","","","7a482ec0a8c359e28af203e011ea4906"
"Vehicle.Cabin.Seat.Row1.Pos2.Lumbar.Inflation","actuator","uint8","","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","bef37560403a5ab2a44d9f5f252c4e3b"
"Vehicle.Cabin.Seat.Row1.Pos2.Lumbar.Height","actuator","uint8","","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","","b416d0e40df55cbf8055d7f5245993c4"
"Vehicle.Cabin.Seat.Row1.Pos2.SideBolster","branch","","","","","","Side bolster settings","","","5369d75b449a52dd8f30fe5cfc1e68df"
"Vehicle.Cabin.Seat.Row1.Pos2.SideBolster.Inflation","actuator","uint8","","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","","2d17c6afb5b758e8bd3021a6c9211817"
"Vehicle.Cabin.Seat.Row1.Pos2.HeadRestraint","branch","","","","","","Head restraint settings","","","c9db01df64cc5e258f05c053dfe78b45"
"Vehicle.Cabin.Seat.Row1.Pos2.HeadRestraint.Height","actuator","uint8","","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","","54d2ecd1932f507398273dcbfc6e914d"
"Vehicle.Cabin.Seat.Row1.Pos2.Airbag","branch","","","","","","Airbag signals","","","8150bc56e95453f4be691ee05241fa1a"
"Vehicle.Cabin.Seat.Row1.Pos2.Airbag.IsDeployed","sensor","boolean","","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","","d65c423837db53ebbfd462ead6c92687"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch","branch","","","","","","Seat switch signals","","","dd54a1a61c7c5d79a420edb7b1755aa1"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Warmer","actuator","boolean","","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","","8bd64d992c2e5fd9b41754c46f9e5ee7"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cooler","actuator","boolean","","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","","1631bc34f24651ef8b6d0952bc6fe149"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Forward","actuator","boolean","","","","","Seat forward switch engaged (SingleSeat.Position)","","","4bcd6bb369d75c66ab2bb0d3e34fdb93"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backward","actuator","boolean","","","","","Seat backward switch engaged (SingleSeat.Position)","","","760de3ddab1d5b98a411cd0431ffaf4a"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Up","actuator","boolean","","","","","Seat up switch engaged (SingleSeat.Height)","","","d1e916470f5f59dea9a8cd003fddcde9"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Down","actuator","boolean","","","","","Seat down switch engaged (SingleSeat.Height)","","","64339d7dbb775b8bbae32a21d877593d"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint","branch","","","","","","Switches for SingleSeat.HeadRestraint.Height","","","38d63b12489a51c7b3d67fc4ad6a1398"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Up","actuator","boolean","","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","","7a86ead63d045874ae1c529b15ca4aac"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.HeadRestraint.Down","actuator","boolean","","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","","ffd28515ab8a57ec89ae6f621dc11a31"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage","branch","","","","","","Switches for SingleSeat.Massage","","","82f1b4ee3b9c58998115117f6e8c39a7"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.Increase","actuator","boolean","","","","","Increase massage level switch engaged (SingleSeat.Massage)","","","f12523c53b4a5166a8a5d532e1c20e54"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.Decrease","actuator","boolean","","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","","4715e0ba6d8353ceb210ecdc6aa38660"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline","branch","","","","","","Switches for SingleSeat.Recline","","","7c18fe7b9d2b59229fa720942e4d2adf"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline.Backward","actuator","boolean","","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","","78043316bc4b557ca3e4a3b6747ca8b4"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Recline.Forward","actuator","boolean","","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","","ec8cd7718709534ba992d6ec64f99f80"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion","branch","","","","","","Switches for SingleSeat.Cushion","","","afd7711874855750badc9d138ea55741"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Up","actuator","boolean","","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","","5d8c7386f77f532390b126f61f63df3c"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Down","actuator","boolean","","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","","03ae5745c0af5c448281fd87344bbf5c"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Forward","actuator","boolean","","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","","5043851e11b158aa8c047d5224639f68"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Cushion.Backward","actuator","boolean","","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","","252da1baa1e653f18d262fd996b3ab50"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar","branch","","","","","","Switches for SingleSeat.Lumbar","","","248f01a92c695ce59c6adb9eb111ff21"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Up","actuator","boolean","","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","","c81cd9c72b435bf99c1d27ed3d92491a"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Down","actuator","boolean","","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","","184f2feb4f1b541b92b5830bee2caf71"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Inflate","actuator","boolean","","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","","a1b842b30e155b81852d420bd0814bf0"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Lumbar.Deflate","actuator","boolean","","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","","45e331a87e005ed3863099d72f010114"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.SideBolster","branch","","","","","","Switches for SingleSeat.SideBolster","","","a82fc40ef7b1527cbd85f4297448e33e"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Inflate","actuator","boolean","","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","","987c9053b13f5e96b3560fbd95cbed46"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.SideBolster.Deflate","actuator","boolean","","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","","c06a95a4c9355c3ab03b1a6937e40212"
"Vehicle.Cabin.Seat.Row1.Pos3","branch","","","","","","All seats.","","","add6f181ffd35d03b57d9833e7e22f4f"
"Vehicle.Cabin.Seat.Row1.Pos3.HasPassenger","sensor","boolean","","","","","Does the seat have a passenger in it.","","","d2f6bfd24cf1589398ef591866c5affd"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant","branch","","","","","","Occupant data.","","","4e68d3feef825f6f99c44cec9f7c1217"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier","branch","","","","","","Identifier attributes based on OAuth 2.0.","","","f59d9531974256cab958e5e31588565d"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier.Subject","sensor","string","","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","","a7306a24de2155f2a1de070bc8f1bd60"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier.Issuer","sensor","string","","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","","0d29fa2a1b97563c8e1ba31b8571f328"
"Vehicle.Cabin.Seat.Row1.Pos3.IsBelted","sensor","boolean","","","","","Is the belt engaged.","","","975fe66f9fa05d8ca7fb9d334641bb97"
"Vehicle.Cabin.Seat.Row1.Pos3.Heating","actuator","int8","","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","","4af67468dd7a55a58195d9b61997d077"
"Vehicle.Cabin.Seat.Row1.Pos3.Massage","actuator","uint8","","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","","d63d68381ec65f50a8dd6dfbc0bd751d"
"Vehicle.Cabin.Seat.Row1.Pos3.Recline","actuator","int8","","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","","ef8175b8cfe453eab68065548b85a822"
"Vehicle.Cabin.Seat.Row1.Pos3.Position","actuator","uint16","","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","","2a2ba0e42dcc563cba80cc491b66c45f"
"Vehicle.Cabin.Seat.Row1.Pos3.Height","actuator","uint16","","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","","d19199de59a153f782b8d61788c510a7"
"Vehicle.Cabin.Seat.Row1.Pos3.Cushion","branch","","","","","","Cushion (leg support) signals.","","","893a1124c2465d46bf405ef9fd199887"
"Vehicle.Cabin.Seat.Row1.Pos3.Cushion.Height","actuator","uint16","","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","","4c82794acd9553dbb2ec735379c0e517"
"Vehicle.Cabin.Seat.Row1.Pos3.Cushion.Length","actuator","uint16","","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","","c686c30c88145df9b690649fa0849ccb"
