"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Id"
"Vehicle.Cabin.Seat.Row1.Pos2.Headrest.Height","actuator","uint8","","mm","0","","Position of headrest relative to movable range of the head rest. 0 = Bottommost position supported.","","","2d8573879aaa5b28bcdf425c82bc6aa2"
"Vehicle.Cabin.Seat.Row1.Pos2.Headrest.Angle","actuator","float","","degrees","","","Headrest angle, relative to backrest, 0 degrees if parallel to backrest, Positive degrees = tilted forward.","","","73491bcc68d850849cd6cbb7c2d4fdb1"
"Vehicle.Cabin.Seat.Row1.Pos2.Airbag","branch","","","","","","Airbag signals.","","","8150bc56e95453f4be691ee05241fa1a"
"Vehicle.Cabin.Seat.Row1.Pos2.Airbag.IsDeployed","sensor","boolean","","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","","d65c423837db53ebbfd462ead6c92687"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch","branch","","","","","","Seat switch signals","","","dd54a1a61c7c5d79a420edb7b1755aa1"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsWarmerEngaged","actuator","boolean","","","","","Warmer switch for Seat heater (SingleSeat.Heating).","","","61eb1ede01d45ff2a6a4eec903741a08"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsCoolerEngaged","actuator","boolean","","","","","Cooler switch for Seat heater (SingleSeat.Heating).","","","d3e2606f6cdc57759850f19e1ce8c4f2"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsForwardEngaged","actuator","boolean","","","","","Seat forward switch engaged (SingleSeat.Position).","","","28ff94d05f795705928644e5a0101e8b"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsBackwardEngaged","actuator","boolean","","","","","Seat backward switch engaged (SingleSeat.Position).","","","861eca7954cb554e9fb8a21568126e10"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsUpEngaged","actuator","boolean","","","","","Seat up switch engaged (SingleSeat.Height).","","","3906c493560e5c5686c69f0d2aa65e91"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsDownEngaged","actuator","boolean","","","","","Seat down switch engaged (SingleSeat.Height).","","","7da73beabcbc5f338bc68e9b5e3daf06"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsTiltForwardEngaged","actuator","boolean","","","","","Tilt forward switch engaged (SingleSeat.Tilt).","","","d0433b6d2d965fecb9384ac5205de397"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.IsTiltBackwardEngaged","actuator","boolean","","","","","Tilt backward switch engaged (SingleSeat.Tilt).","","","0482452fd1a3501d96e06ee7c5dba6dd"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest","branch","","","","","","Describes switches related to the backrest of the seat.","","","79b1c57ac9245a5ca426a8b5e21717a6"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.IsReclineForwardEngaged","actuator","boolean","","","","","Backrest recline forward switch engaged (SingleSeat.Backrest.Recline).","","","e5bd5743807c5b899098d22e6cc3a4bc"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.IsReclineBackwardEngaged","actuator","boolean","","","","","Backrest recline backward switch engaged (SingleSeat.Backrest.Recline).","","","524f91af31e150b8aca5de230369be7f"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.Lumbar","branch","","","","","","Switches for SingleSeat.Backrest.Lumbar.","","","b05d8f4aa67c5e28af3a6dc957786834"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.Lumbar.IsMoreSupportEngaged","actuator","boolean","","","","","Is switch for more lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","1ae05b08ed295d4f8305abc26088cca2"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.Lumbar.IsLessSupportEngaged","actuator","boolean","","","","","Is switch for less lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","af092a25f40a5003b7354f5f580b0e11"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.Lumbar.IsUpEngaged","actuator","boolean","","","","","Lumbar up switch engaged (SingleSeat.Backrest.Lumbar.Support).","","","da6a3f596a5c5db2b5984356087278d4"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.Lumbar.IsDownEngaged","actuator","boolean","","","","","Lumbar down switch engaged (SingleSeat.Backrest.Lumbar.Support).","","","3491b91384f95975851e64636514f52f"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.SideBolster","branch","","","","","","Switches for SingleSeat.Backrest.SideBolster.","","","07ff192c99275f8e88451c79ceb7aa03"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.SideBolster.IsMoreSupportEngaged","actuator","boolean","","","","","Is switch for more side bolster support engaged (SingleSeat.Backrest.SideBolster.Support).","","","33b758ca51f15403a398ef3072dcaae2"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Backrest.SideBolster.IsLessSupportEngaged","actuator","boolean","","","","","Is switch for less side bolster support engaged (SingleSeat.Backrest.SideBolster.Support).","","","5e6fa87ef4fd563d97299bc2d88300d1"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Seating","branch","","","","","","Describes switches related to the seating of the seat.","","","de12f83c5e425b6b9a9ef9e90b030fda"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Seating.IsForwardEngaged","actuator","boolean","","","","","Is switch to increase seating length engaged (SingleSeat.Seating.Length).","","","4081bab44a1d5da1b70a5dc158f2ae39"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Seating.IsBackwardEngaged","actuator","boolean","","","","","Is switch to decrease seating length engaged (SingleSeat.Seating.Length).","","","e6d761d8e77651dab939076cdc8bd529"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Headrest","branch","","","","","","Switches for SingleSeat.Headrest.","","","250bfde61cbe52659913655dd521fa0f"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Headrest.IsUpEngaged","actuator","boolean","","","","","Head rest up switch engaged (SingleSeat.Headrest.Height).","","","f182830bd5955b85b8e755895d578b03"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Headrest.IsDownEngaged","actuator","boolean","","","","","Head rest down switch engaged (SingleSeat.Headrest.Height).","","","2245feeb2eeb54e3b9303bc2dc232de6"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Headrest.IsForwardEngaged","actuator","boolean","","","","","Head rest forward switch engaged (SingleSeat.Headrest.Angle).","","","39e5e43777ab5af9ba972a6da265a4f1"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Headrest.IsBackwardEngaged","actuator","boolean","","","","","Head rest backward switch engaged (SingleSeat.Headrest.Angle).","","","556de341eb5052489018ae6ff95310e2"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage","branch","","","","","","Switches for SingleSeat.Massage.","","","82f1b4ee3b9c58998115117f6e8c39a7"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.IsIncreaseEngaged","actuator","boolean","","","","","Increase massage level switch engaged (SingleSeat.Massage).","","","8d81938f575756199e1c604f6a51677e"
"Vehicle.Cabin.Seat.Row1.Pos2.Switch.Massage.IsDecreaseEngaged","actuator","boolean","","","","","Decrease massage level switch engaged (SingleSeat.Massage).","","","b655bf7a99015d638a6d7177aa6d89e9"
"Vehicle.Cabin.Seat.Row1.Pos3","branch","","","","","","All seats.","","","add6f181ffd35d03b57d9833e7e22f4f"
"Vehicle.Cabin.Seat.Row1.Pos3.IsOccupied","sensor","boolean","","","","","Does the seat have a passenger in it.","","","1540906a83bd5f70af4859910aafd890"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant","branch","","","","","","Occupant data.","","","4e68d3feef825f6f99c44cec9f7c1217"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier","branch","","","","","","Identifier attributes based on OAuth 2.0.","","","f59d9531974256cab958e5e31588565d"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier.Subject","sensor","string","","","","","Subject for the authentication of the occupant. E.g. UserID 7331677.","","","a7306a24de2155f2a1de070bc8f1bd60"
"Vehicle.Cabin.Seat.Row1.Pos3.Occupant.Identifier.Issuer","sensor","string","","","","","Unique Issuer for the authentication of the occupant. E.g. https://accounts.funcorp.com.","","","0d29fa2a1b97563c8e1ba31b8571f328"
"Vehicle.Cabin.Seat.Row1.Pos3.IsBelted","sensor","boolean","","","","","Is the belt engaged.","","","975fe66f9fa05d8ca7fb9d334641bb97"
"Vehicle.Cabin.Seat.Row1.Pos3.Heating","actuator","int8","","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","","4af67468dd7a55a58195d9b61997d077"
"Vehicle.Cabin.Seat.Row1.Pos3.Massage","actuator","uint8","","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","","d63d68381ec65f50a8dd6dfbc0bd751d"
"Vehicle.Cabin.Seat.Row1.Pos3.Position","actuator","uint16","","mm","0","","Seat position on vehicle x-axis. Position is relative to the frontmost position supported by the seat. 0 = Frontmost position supported.","","","2a2ba0e42dcc563cba80cc491b66c45f"
"Vehicle.Cabin.Seat.Row1.Pos3.Height","actuator","uint16","","mm","0","","Seat position on vehicle z-axis. Position is relative within available movable range of the seating. 0 = Lowermost position supported.","","","d19199de59a153f782b8d61788c510a7"
"Vehicle.Cabin.Seat.Row1.Pos3.Tilt","actuator","float","","degrees","","","Tilting of seat relative to vehicle z-axis. 0 = seating is flat, seat and vehicle z-axis are parallel. Positive degrees = seat tilted backwards, seat z-axis is tilted backward.","","","9fb74b71b3ce54f4af6e5e472f159949"
"Vehicle.Cabin.Seat.Row1.Pos3.Backrest","branch","","","","","","Describes signals related to the backrest of the seat.","","","ce7b00453a0a53d3b6e6cbc395bd5c78"
"Vehicle.Cabin.Seat.Row1.Pos3.Backrest.Recline","actuator","float","","degrees","","","Backrest recline compared to seat z-axis (seat vertical axis). 0 degrees = Upright/Vertical backrest. Negative degrees for forward recline. Positive degrees for backward recline.","Seat z-axis depends on seat tilt. This means that movement of backrest due to seat tilting will not affect Backrest.Recline as long as the angle between Seating and Backrest are constant. Absolute recline relative to vehicle z-axis can be calculated as Tilt + Backrest.Recline.","","dc901384498f5de6b93b2a5b3850fb87"
"Vehicle.Cabin.Seat.Row1.Pos3.Backrest.Lumbar","branch","","","","","","Adjustable lumbar support mechanisms in seats allow the user to change the seat back shape.","","","678e3d997c295575ba6337464fe2a912"
"Vehicle.Cabin.Seat.Row1.Pos3.Backrest.Lumbar.Support","actuator","float","","percent","0","100","Lumbar support (in/out position). 0 = Innermost position. 100 = Outermost position.","","","127744c26ebe5c729d69a95bfe96b00e"
"Vehicle.Cabin.Seat.Row1.Pos3.Backrest.Lumbar.Height","actuator","uint8","","mm","0","","Height of lumbar support. Position is relative within available movable range of the lumbar support. 0 = Lowermost position supported.","","","4a529381905750be9c09a1bfec05eabd"
"Vehicle.Cabin.Seat.Row1.Pos3.Backrest.SideBolster","branch","","","","","","Backrest side bolster (lumbar side support) settings.","","","605ae18d7b4e5613ac7252ee35df58c1"
"Vehicle.Cabin.Seat.Row1.Pos3.Backrest.SideBolster.Support","actuator","float","","percent","0","100","Side bolster support. 0 = Minimum support (widest side bolster setting). 100 = Maximum support.","","","dba595a898b75345bf1d013a45261681"
"Vehicle.Cabin.Seat.Row1.Pos3.Seating","branch","","","","","","Describes signals related to the seating/base of the seat.","Seating is here considered as the part of the seat that supports the thighs. Additional cushions (if any) for support of lower legs is not covered by this branch.","","4c98bb65b4095480bdc7262b902a767a"
"Vehicle.Cabin.Seat.Row1.Pos3.Seating.Length","actuator","uint16","","mm","0","","Length adjustment of seating. 0 = Adjustable part of seating in rearmost position (Shortest length of seating).","","","c44b283345dd5a428bd099ed1153d4a4"
"Vehicle.Cabin.Seat.Row1.Pos3.Headrest","branch","","","","","","Headrest settings.","","","1714ccbc269f59ee807a51c7f1a6103b"
"Vehicle.Cabin.Seat.Row1.Pos3.Headrest.Height","actuator","uint8","","mm","0","","Position of headrest relative to movable range of the head rest. 0 = Bottommost position supported.","","","420eaf9bc7ac5560a26ad018afe27e1b"
"Vehicle.Cabin.Seat.Row1.Pos3.Headrest.Angle","actuator","float","","degrees","","","Headrest angle, relative to backrest, 0 degrees if parallel to backrest, Positive degrees = tilted forward.","","","b4d77cf7a7f55768b3910435e79027f2"
"Vehicle.Cabin.Seat.Row1.Pos3.Airbag","branch","","","","","","Airbag signals.","","","243d103c16055180abef52fef071ad22"
"Vehicle.Cabin.Seat.Row1.Pos3.Airbag.IsDeployed","sensor","boolean","","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","","c4e9b66d938d5e188ac577094daaf37e"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch","branch","","","","","","Seat switch signals","","","1eda245135ce5788bfcbc75b082af947"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsWarmerEngaged","actuator","boolean","","","","","Warmer switch for Seat heater (SingleSeat.Heating).","","","0d7eed9ccb24537fb7f97f0163a4fdd8"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsCoolerEngaged","actuator","boolean","","","","","Cooler switch for Seat heater (SingleSeat.Heating).","","","f5ed89b2972e5461abb6966e30a906ff"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsForwardEngaged","actuator","boolean","","","","","Seat forward switch engaged (SingleSeat.Position).","","","a3661e29e11957ed9cc12bb385b896bf"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsBackwardEngaged","actuator","boolean","","","","","Seat backward switch engaged (SingleSeat.Position).","","","52d8da88ec95586a93952ea3d59023ad"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsUpEngaged","actuator","boolean","","","","","Seat up switch engaged (SingleSeat.Height).","","","1240dc083504580b97ba1cfadb9da659"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsDownEngaged","actuator","boolean","","","","","Seat down switch engaged (SingleSeat.Height).","","","66e1d88d56ba572db7b97a5e20cc724c"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsTiltForwardEngaged","actuator","boolean","","","","","Tilt forward switch engaged (SingleSeat.Tilt).","","","8eeefcb4a08e5d9f8eae76e92826e56e"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.IsTiltBackwardEngaged","actuator","boolean","","","","","Tilt backward switch engaged (SingleSeat.Tilt).","","","ed590c68f1085a3c9889fc571ace2176"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest","branch","","","","","","Describes switches related to the backrest of the seat.","","","ad180dd9d2de56cf911dfc35d47c46fb"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.IsReclineForwardEngaged","actuator","boolean","","","","","Backrest recline forward switch engaged (SingleSeat.Backrest.Recline).","","","2a8cc40fb0b3556da210b7dfce7c0c6d"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.IsReclineBackwardEngaged","actuator","boolean","","","","","Backrest recline backward switch engaged (SingleSeat.Backrest.Recline).","","","1861981891f959dc896e00f4e369c86d"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.Lumbar","branch","","","","","","Switches for SingleSeat.Backrest.Lumbar.","","","08b8112168d1584ab6fa8f594016745f"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.Lumbar.IsMoreSupportEngaged","actuator","boolean","","","","","Is switch for more lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","6d590f0db798515b8d8e6f0bf1abfd67"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.Lumbar.IsLessSupportEngaged","actuator","boolean","","","","","Is switch for less lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","0f0708693e605289af83c3a1ecfd3159"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.Lumbar.IsUpEngaged","actuator","boolean","","","","","Lumbar up switch engaged (SingleSeat.Backrest.Lumbar.Support).","","","663dca40a7645e66adfa00d64223dbbe"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.Lumbar.IsDownEngaged","actuator","boolean","","","","","Lumbar down switch engaged (SingleSeat.Backrest.Lumbar.Support).","","","9a3655967c5b5f058e01c0b3770ba0d3"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.SideBolster","branch","","","","","","Switches for SingleSeat.Backrest.SideBolster.","","","46c9fbf2750b517f8d1c09fee21fdd06"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.SideBolster.IsMoreSupportEngaged","actuator","boolean","","","","","Is switch for more side bolster support engaged (SingleSeat.Backrest.SideBolster.Support).","","","05b0ef6b02e55bb2814bcd95d9b77bd9"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Backrest.SideBolster.IsLessSupportEngaged","actuator","boolean","","","","","Is switch for less side bolster support engaged (SingleSeat.Backrest.SideBolster.Support).","","","53a56a868fb3593fb21378b2d4dbbc7c"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Seating","branch","","","","","","Describes switches related to the seating of the seat.","","","b1ff7876dbab59f2bf7358c932a7e1fb"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Seating.IsForwardEngaged","actuator","boolean","","","","","Is switch to increase seating length engaged (SingleSeat.Seating.Length).","","","c8ab873dd8fb51dd9493fb00f33e01d6"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Seating.IsBackwardEngaged","actuator","boolean","","","","","Is switch to decrease seating length engaged (SingleSeat.Seating.Length).","","","b9829f44a76857e0bc9deeb036ecd311"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Headrest","branch","","","","","","Switches for SingleSeat.Headrest.","","","e04ee2c9d0f852c983136186bb15be4c"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Headrest.IsUpEngaged","actuator","boolean","","","","","Head rest up switch engaged (SingleSeat.Headrest.Height).","","","89b2444c58c457bd936ecef543e7cc96"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Headrest.IsDownEngaged","actuator","boolean","","","","","Head rest down switch engaged (SingleSeat.Headrest.Height).","","","4ed2d91060bf5e578746b4b2f5a3e671"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Headrest.IsForwardEngaged","actuator","boolean","","","","","Head rest forward switch engaged (SingleSeat.Headrest.Angle).","","","6ad93c92d96a59838e4810f0425f1fb0"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Headrest.IsBackwardEngaged","actuator","boolean","","","","","Head rest backward switch engaged (SingleSeat.Headrest.Angle).","","","cc633d8a000a5da3b0efe50e520e21fa"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Massage","branch","","","","","","Switches for SingleSeat.Massage.","","","a2c4a3a39758594d9e89a635bab499cb"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Massage.IsIncreaseEngaged","actuator","boolean","","","","","Increase massage level switch engaged (SingleSeat.Massage).","","","6d09e331ceb55a2691f120a6f1205cbb"
"Vehicle.Cabin.Seat.Row1.Pos3.Switch.Massage.IsDecreaseEngaged","actuator","boolean","","","","","Decrease massage level switch engaged (SingleSeat.Massage).","","","329dfaaab56f55a39ca9c132ee4bf533"
"Vehicle.Cabin.Seat.Row2","branch","","","","","","All seats.","","","8c3aaf015ef8595cb45d9461a9c1195f"
"Vehicle.Cabin.Seat.Row2.Pos1","branch","","","","","","All seats.","","","ba975a6536f15545851d27972ab1fffe"
"Vehicle.Cabin.Seat.Row2.Pos1.IsOccupied","sensor","boolean","","","","","Does the seat have a passenger in it.","","","e8c5a3df63b15e8a83f0b16b6a77092f"
"Vehicle.Cabin.Seat.Row2.Pos1.Occupant","branch","","","","","","Occupant data.","","","e7ab950f55b45b1a985f1a9d132aad02"
"Vehicle.Cabin.Seat.Row2.Pos1.Occupant.Identifier","branch","","","","","","Identifier attributes based on OAuth 2.0.","","","aba17bf3b5175e56bf047839f2a0f880"
"Vehicle.Cabin.Seat.Row2.Pos1.Occupant.Identifier.Subject","sensor","string","","","","","Subject for the authentication of the occupant. E.g. UserID 7331677.","","","159e7daad966588ca48997859b811b72"
"Vehicle.Cabin.Seat.Row2.Pos1.Occupant.Identifier.Issuer","sensor","string","","","","","Unique Issuer for the authentication of the occupant. E.g. https://accounts.funcorp.com.","","","188458a15b30577d8fb01d0f15641a6e"
"Vehicle.Cabin.Seat.Row2.Pos1.IsBelted","sensor","boolean","","","","","Is the belt engaged.","","","ad65078f81075a67babb66ecd2c902f7"
"Vehicle.Cabin.Seat.Row2.Pos1.Heating","actuator","int8","","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","","0f61ef421bcd5c8dbe6a5b477cb10a49"
"Vehicle.Cabin.Seat.Row2.Pos1.Massage","actuator","uint8","","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","","406607948a235d829c5da212594813b1"
"Vehicle.Cabin.Seat.Row2.Pos1.Position","actuator","uint16","","mm","0","","Seat position on vehicle x-axis. Position is relative to the frontmost position supported by the seat. 0 = Frontmost position supported.","","","3dd247aae2555a1ebaf76ae4017f23bb"
"Vehicle.Cabin.Seat.Row2.Pos1.Height","actuator","uint16","","mm","0","","Seat position on vehicle z-axis. Position is relative within available movable range of the seating. 0 = Lowermost position supported.","","","6e6e7aadfd0d52d4ac877147d84540d0"
"Vehicle.Cabin.Seat.Row2.Pos1.Tilt","actuator","float","","degrees","","","Tilting of seat relative to vehicle z-axis. 0 = seating is flat, seat and vehicle z-axis are parallel. Positive degrees = seat tilted backwards, seat z-axis is tilted backward.","","","c61e74d2ae795b4da2e35325f8734005"
"Vehicle.Cabin.Seat.Row2.Pos1.Backrest","branch","","","","","","Describes signals related to the backrest of the seat.","","","9e8063f29cf05c1892c1b5606fd05329"
"Vehicle.Cabin.Seat.Row2.Pos1.Backrest.Recline","actuator","float","","degrees","","","Backrest recline compared to seat z-axis (seat vertical axis). 0 degrees = Upright/Vertical backrest. Negative degrees for forward recline. Positive degrees for backward recline.","Seat z-axis depends on seat tilt. This means that movement of backrest due to seat tilting will not affect Backrest.Recline as long as the angle between Seating and Backrest are constant. Absolute recline relative to vehicle z-axis can be calculated as Tilt + Backrest.Recline.","","4e793f7e663558b29130989024763680"
"Vehicle.Cabin.Seat.Row2.Pos1.Backrest.Lumbar","branch","","","","","","Adjustable lumbar support mechanisms in seats allow the user to change the seat back shape.","","","363835bd81535538a10acfe914f4c3cc"
"Vehicle.Cabin.Seat.Row2.Pos1.Backrest.Lumbar.Support","actuator","float","","percent","0","100","Lumbar support (in/out position). 0 = Innermost position. 100 = Outermost position.","","","f8fd42a3227d5c6a96834becd1247f5e"
"Vehicle.Cabin.Seat.Row2.Pos1.Backrest.Lumbar.Height","actuator","uint8","","mm","0","","Height of lumbar support. Position is relative within available movable range of the lumbar support. 0 = Lowermost position supported.","","","6cdd33ee68a65349bd478c3afbc515c4"
"Vehicle.Cabin.Seat.Row2.Pos1.Backrest.SideBolster","branch","","","","","","Backrest side bolster (lumbar side support) settings.","","","1484136aa6ec5a46b6f2449b9506a5dd"
"Vehicle.Cabin.Seat.Row2.Pos1.Backrest.SideBolster.Support","actuator","float","","percent","0","100","Side bolster support. 0 = Minimum support (widest side bolster setting). 100 = Maximum support.","","","87cedae0f6ba58a0940859642b89fdb0"
"Vehicle.Cabin.Seat.Row2.Pos1.Seating","branch","","","","","","Describes signals related to the seating/base of the seat.","Seating is here considered as the part of the seat that supports the thighs. Additional cushions (if any) for support of lower legs is not covered by this branch.","","8fb01973fdad529d83ebf60514cad67c"
"Vehicle.Cabin.Seat.Row2.Pos1.Seating.Length","actuator","uint16","","mm","0","","Length adjustment of seating. 0 = Adjustable part of seating in rearmost position (Shortest length of seating).","","","9eabbf5a69cd51c88de9e70eb9545750"
"Vehicle.Cabin.Seat.Row2.Pos1.Headrest","branch","","","","","","Headrest settings.","","","d8486ab7d8195559a4e8e7baebb888ef"
"Vehicle.Cabin.Seat.Row2.Pos1.Headrest.Height","actuator","uint8","","mm","0","","Position of headrest relative to movable range of the head rest. 0 = Bottommost position supported.","","","12d45094d6c9545089e932a2462d5f68"
"Vehicle.Cabin.Seat.Row2.Pos1.Headrest.Angle","actuator","float","","degrees","","","Headrest angle, relative to backrest, 0 degrees if parallel to backrest, Positive degrees = tilted forward.","","","7a720646e0d657c5b10979f1c403eb4b"
"Vehicle.Cabin.Seat.Row2.Pos1.Airbag","branch","","","","","","Airbag signals.","","","ccfadedface05d54bcc00b30082b30d6"
"Vehicle.Cabin.Seat.Row2.Pos1.Airbag.IsDeployed","sensor","boolean","","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","","fea5a0ef57385df68e486ece13546bdf"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch","branch","","","","","","Seat switch signals","","","1c4b708222de55aabddb3697308253ee"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsWarmerEngaged","actuator","boolean","","","","","Warmer switch for Seat heater (SingleSeat.Heating).","","","97a36b155294512f8c409a9bc82635bc"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsCoolerEngaged","actuator","boolean","","","","","Cooler switch for Seat heater (SingleSeat.Heating).","","","ac1a8efdbafb561bb11af807d48e8378"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsForwardEngaged","actuator","boolean","","","","","Seat forward switch engaged (SingleSeat.Position).","","","33ed964275af591d85773bc23d70bd68"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsBackwardEngaged","actuator","boolean","","","","","Seat backward switch engaged (SingleSeat.Position).","","","57d1ff9eaf4e5a7cbe683c13eed6e691"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsUpEngaged","actuator","boolean","","","","","Seat up switch engaged (SingleSeat.Height).","","","3dacf86cf185576f8a3916a315c69b1d"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsDownEngaged","actuator","boolean","","","","","Seat down switch engaged (SingleSeat.Height).","","","fd41789d95035c2fa1e855d22eab80fa"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsTiltForwardEngaged","actuator","boolean","","","","","Tilt forward switch engaged (SingleSeat.Tilt).","","","f557b6a2712f5307b56577d93b9e746f"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.IsTiltBackwardEngaged","actuator","boolean","","","","","Tilt backward switch engaged (SingleSeat.Tilt).","","","22726fefa40d5805b46b2c87e43782ed"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.Backrest","branch","","","","","","Describes switches related to the backrest of the seat.","","","4cc0b73f30e65456a6268f52ad7fee70"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.Backrest.IsReclineForwardEngaged","actuator","boolean","","","","","Backrest recline forward switch engaged (SingleSeat.Backrest.Recline).","","","1e1bbfda10e25d228e01a632277d57c3"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.Backrest.IsReclineBackwardEngaged","actuator","boolean","","","","","Backrest recline backward switch engaged (SingleSeat.Backrest.Recline).","","","0b5415702e0b5461afacea857c05a6fe"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.Backrest.Lumbar","branch","","","","","","Switches for SingleSeat.Backrest.Lumbar.","","","4dc489e632e15d13afd6601188ed08b3"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.Backrest.Lumbar.IsMoreSupportEngaged","actuator","boolean","","","","","Is switch for more lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","73e6514d130e5bfb85d4cfb7c45d8138"
"Vehicle.Cabin.Seat.Row2.Pos1.Switch.Backrest.Lumbar.IsLessSupportEngaged","actuator","boolean","","","","","Is switch for less lumbar support engaged (SingleSeat.Backrest.Lumbar.Support).","","","12fe41df5ab8545e8a3e7b2411585243"
