"Signal","Type","DataType","Deprecated","Complex","Unit","Min","Max","Desc","Enum","Id"
"Vehicle.Cabin.Seat.Row2.Pos4","branch","","","false","","","","All seats.","","793eb31156b45839b7498b05a09bd531"
"Vehicle.Cabin.Seat.Row2.Pos4.HasPassenger","sensor","boolean","","false","","","","Does the seat have a passenger in it.","","150f507220a95dcca7932edbf3a7d76a"
"Vehicle.Cabin.Seat.Row2.Pos4.Occupant","branch","","","false","","","","Occupant data.","","1f5d0aa027fe582681ca867f68f5c0ed"
"Vehicle.Cabin.Seat.Row2.Pos4.Occupant.Identifier","branch","","","false","","","","Identifier attributes based on OAuth 2.0.","","489e59812c735a5d849c2c95c59496d2"
"Vehicle.Cabin.Seat.Row2.Pos4.Occupant.Identifier.Subject","sensor","string","","false","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","f49dd0db63dd5042aca14d74f33d1d23"
"Vehicle.Cabin.Seat.Row2.Pos4.Occupant.Identifier.Issuer","sensor","string","","false","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","da19d3ae12bc50ffb21aebe765c2e8fb"
"Vehicle.Cabin.Seat.Row2.Pos4.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","decd38c228345d06908d631038df274b"
"Vehicle.Cabin.Seat.Row2.Pos4.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","f59966a48c365bc2aef0d00cac5ca6f2"
"Vehicle.Cabin.Seat.Row2.Pos4.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","d53258ce512b53e9bd50bb73f6e07394"
"Vehicle.Cabin.Seat.Row2.Pos4.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","c4e32a72bb8151bf8f52a5af3cee9e4f"
"Vehicle.Cabin.Seat.Row2.Pos4.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","8fc50509dddf5eaf9aa1de19af1486ab"
"Vehicle.Cabin.Seat.Row2.Pos4.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","7c188a7c9bd95775ba3f00e190e1004e"
"Vehicle.Cabin.Seat.Row2.Pos4.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","1c4989d7af5f5165997036aa18c0bbed"
"Vehicle.Cabin.Seat.Row2.Pos4.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","0c332fc96dee5a588901e72199dbbb72"
"Vehicle.Cabin.Seat.Row2.Pos4.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","34a168fae13756daacb942c773d82937"
"Vehicle.Cabin.Seat.Row2.Pos4.Lumbar","branch","","","false","","","","Lumbar signals","","a6b5131d83685c86b9e24bc3803f2a6b"
"Vehicle.Cabin.Seat.Row2.Pos4.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","efbfd3a02b0b5861afc9774360522fb1"
"Vehicle.Cabin.Seat.Row2.Pos4.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","3bff26018f765acb9cfbb0ab6f5cbd88"
"Vehicle.Cabin.Seat.Row2.Pos4.SideBolster","branch","","","false","","","","Side bolster settings","","973c72e6fc50553495e5d39eb32dbbbd"
"Vehicle.Cabin.Seat.Row2.Pos4.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","66227290ee115179856aa84f78f612a9"
"Vehicle.Cabin.Seat.Row2.Pos4.HeadRestraint","branch","","","false","","","","Head restraint settings","","ab57c5f3a6505b4caff11768c68b4f1c"
"Vehicle.Cabin.Seat.Row2.Pos4.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","3e5db9a088bb5c8595bbb1768374cb45"
"Vehicle.Cabin.Seat.Row2.Pos4.Airbag","branch","","","false","","","","Airbag signals","","d64e8373849b5a13ba68f0bbceb92ed5"
"Vehicle.Cabin.Seat.Row2.Pos4.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","998d17bfd1625116acd8c1b7cc6220bc"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch","branch","","","false","","","","Seat switch signals","","bb9c6e7cd579514fb1b22b9f6dfbf7f2"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","330b87529f1f5cb3bd47ce767ebd6ce5"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","8ca112679780511b919008a4045e2790"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","9781a16434c959ceaff4b271b8ab9808"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","d493227f7a325a3b970205dd134ca7c2"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","85668a959d4051b5b35af79d46d507af"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","970967e60753547da3c5dfa1e3f488f1"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","a21f522262bf5f0d995d21b53648ccf4"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","d03f345ca89a5c9cb84d02f57f974e5c"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","dfaf7c913c5e5f0daf630de51d8776d8"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","5de1c8aeff555dbabb167905c5acdb6d"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","0b357e3281935a0daac22dfbdebb27c6"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","3b78aca94a5e5d5dbc755af40e050fd9"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","adee898809a05c7995c781f53cc001b0"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","c7d14cdf57df5b108150b2dc22c40cee"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","b7aa758a58755b3089a5489d3b213de9"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Cushion","branch","","","false","","","","Switches for SingleSeat.Cushion","","7c2181c1a794519097f17e12929ca27d"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Cushion.Up","actuator","boolean","","false","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","8b7f6f53d7fb5073a7a575e6e9ba3411"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Cushion.Down","actuator","boolean","","false","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","81318d7ddaef5cb6a41e8cdb38ad32c5"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Cushion.Forward","actuator","boolean","","false","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","36f7e220b315552e8556800ecc28cabb"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Cushion.Backward","actuator","boolean","","false","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","673c8b03f6375dae86b72d696a284629"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Lumbar","branch","","","false","","","","Switches for SingleSeat.Lumbar","","5c939b11ef97515597b333925810baa1"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Up","actuator","boolean","","false","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","b89872f092745d7eaef96c4493727255"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Down","actuator","boolean","","false","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","048364c427be54159cc81d895b1b8f06"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Inflate","actuator","boolean","","false","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","a8cc660d5f115b1183de0f1a4b49d36d"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.Lumbar.Deflate","actuator","boolean","","false","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","92e6eb1a1a6651bfb3107514282d3f66"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.SideBolster","branch","","","false","","","","Switches for SingleSeat.SideBolster","","f5a3f717844e569cb5f79cc242b8cd46"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.SideBolster.Inflate","actuator","boolean","","false","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","0d21802e2ab95f4fb5a31f8fd7fa9d5b"
"Vehicle.Cabin.Seat.Row2.Pos4.Switch.SideBolster.Deflate","actuator","boolean","","false","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","19916ae489a15d7892c08e29c3e064eb"
"Vehicle.Cabin.Seat.Row2.Pos5","branch","","","false","","","","All seats.","","d1f09bff1504593e846df5b32935475b"
"Vehicle.Cabin.Seat.Row2.Pos5.HasPassenger","sensor","boolean","","false","","","","Does the seat have a passenger in it.","","fc703629e3155ddca1b2c090da3bc4c5"
"Vehicle.Cabin.Seat.Row2.Pos5.Occupant","branch","","","false","","","","Occupant data.","","1d9b87f56aad5deebe52c8651a1d4b19"
"Vehicle.Cabin.Seat.Row2.Pos5.Occupant.Identifier","branch","","","false","","","","Identifier attributes based on OAuth 2.0.","","ae24f343a28655ae8da74f7de4b376f2"
"Vehicle.Cabin.Seat.Row2.Pos5.Occupant.Identifier.Subject","sensor","string","","false","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","94d12faa079655a8a58dff377e094b2c"
"Vehicle.Cabin.Seat.Row2.Pos5.Occupant.Identifier.Issuer","sensor","string","","false","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","cfef73cc63b756abb01ef7dd3aab8b6c"
"Vehicle.Cabin.Seat.Row2.Pos5.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","b7e31917ddfa5cfd897ba5b3c540a10a"
"Vehicle.Cabin.Seat.Row2.Pos5.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","4a2d57f90b7950b395e2307909fb1798"
"Vehicle.Cabin.Seat.Row2.Pos5.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","cc7e8fb929bd5cea89fe66d6849197b8"
"Vehicle.Cabin.Seat.Row2.Pos5.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","f16b0e6179365c8e8c51f00b712c0959"
"Vehicle.Cabin.Seat.Row2.Pos5.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","260ed6c22e20578c8c4c9ae163423ccf"
"Vehicle.Cabin.Seat.Row2.Pos5.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","fd6a9ed266875faf82c0b29fa85a2751"
"Vehicle.Cabin.Seat.Row2.Pos5.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","7ed9ce2328aa5416b0e3f362545c6e98"
"Vehicle.Cabin.Seat.Row2.Pos5.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","3a7faa0003645b06a223b5f890af6039"
"Vehicle.Cabin.Seat.Row2.Pos5.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","0ed096fc145c5bc1b88207bc392def33"
"Vehicle.Cabin.Seat.Row2.Pos5.Lumbar","branch","","","false","","","","Lumbar signals","","feb75b2ff1225b25be0b96e1376ae643"
"Vehicle.Cabin.Seat.Row2.Pos5.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","34ac51dc18f25130815dc024f7ca7ff3"
"Vehicle.Cabin.Seat.Row2.Pos5.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","53e3785ab9b659d5a39a736dc2a29cc2"
"Vehicle.Cabin.Seat.Row2.Pos5.SideBolster","branch","","","false","","","","Side bolster settings","","077bc4e6d25758f6b0aacffaa7e58e9d"
"Vehicle.Cabin.Seat.Row2.Pos5.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","bebc5ed952ba55cbafe7ae7b6c404cf7"
"Vehicle.Cabin.Seat.Row2.Pos5.HeadRestraint","branch","","","false","","","","Head restraint settings","","5cae91109de651f698d292bec83f48ff"
"Vehicle.Cabin.Seat.Row2.Pos5.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","80a08b71255f59bd82afe855a4d8525d"
"Vehicle.Cabin.Seat.Row2.Pos5.Airbag","branch","","","false","","","","Airbag signals","","a5123a35509b596796bc99ec87b9a81a"
"Vehicle.Cabin.Seat.Row2.Pos5.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","bed309611a2f588b9c64ff2682a6eaa2"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch","branch","","","false","","","","Seat switch signals","","2756a79b343d583ba76783bc396e39e3"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","c3836d25bc6055018d2355d054affe29"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","6c1b6db441cf5cbdb81d7a8a183374ea"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","188fbe677edf538ab4c02f36af5ef13f"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","2d6100b9b8ca5d7ab5cb8ff58f4719a4"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","68d9e54198f557539610a46f173d088a"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","1d013294c5f958d4ac750f1e4f1ca203"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","3b85f84f867255ed987fca542d7954a4"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","cf447e50b48b5eea9e44729253198959"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","9dfe1f84589654a8939a73c6c31dd987"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","a2fc614aa73c57adaad1974cbc8ff71d"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","a5357d97a19b5a09bb79e359b3fdc59a"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","72190e0266695b43b4257294d5d5cfff"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","3e16419db5975588a299eb163dd2af33"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","eb14571738e556c5b27b177983f5db52"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","72eb3c5cec665493a587bed03185904a"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Cushion","branch","","","false","","","","Switches for SingleSeat.Cushion","","870b6cd7d0295b6ea8ae0ef603351a5a"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Cushion.Up","actuator","boolean","","false","","","","Seat cushion up switch engaged (SingleSeat.Cushion.Height)","","053006bc760f5b81844f3f4660434bbc"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Cushion.Down","actuator","boolean","","false","","","","Seat cushion down switch engaged (SingleSeat.Cushion.Height)","","898b584a511c53d0bb4a160fc2ea6e59"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Cushion.Forward","actuator","boolean","","false","","","","Seat cushion forward/lengthen switch engaged (SingleSeat.Cushion.Length)","","1285082f30b854639180c81e10d0fc94"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Cushion.Backward","actuator","boolean","","false","","","","Seat cushion backward/shorten switch engaged (SingleSeat.Cushion.Length)","","6cd6d0b41ba956519eeec3bf55501296"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Lumbar","branch","","","false","","","","Switches for SingleSeat.Lumbar","","b801d696efbb5babbad4653339a1b132"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Up","actuator","boolean","","false","","","","Lumbar up switch engaged (SingleSeat.Lumbar.Height)","","c53ecc336d635d0a9de9ab1be9876d10"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Down","actuator","boolean","","false","","","","Lumbar down switch engaged (SingleSeat.Lumbar.Height)","","9d3eabce73b15604be734cbb66c7d6bb"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Inflate","actuator","boolean","","false","","","","Lumbar inflation switch engaged (SingleSeat.Lumbar.Inflation)","","c185c1e62e7651ed894982fc9d468251"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.Lumbar.Deflate","actuator","boolean","","false","","","","Lumbar deflation switch engaged (SingleSeat.Lumbar.Inflation)","","ff2f5c35159e58acb0228f6c0150c314"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.SideBolster","branch","","","false","","","","Switches for SingleSeat.SideBolster","","be044238d3ae5c16843a96f4d787c416"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.SideBolster.Inflate","actuator","boolean","","false","","","","Side bolster inflation switch engaged (SingleSeat.SideBolster.Inflation)","","33f725544e4f560cb31da0eceb468eab"
"Vehicle.Cabin.Seat.Row2.Pos5.Switch.SideBolster.Deflate","actuator","boolean","","false","","","","Side bolster deflation switch engaged (SingleSeat.SideBolster.Inflation)","","d1c716046e585015bccee6c042e45bda"
"Vehicle.Cabin.Seat.Row3","branch","","","false","","","","All seats.","","ae8ca97951fd58a79eb2dc4896286d30"
"Vehicle.Cabin.Seat.Row3.Pos1","branch","","","false","","","","All seats.","","c989ec8c3d325c6e872411f7d87af3a2"
"Vehicle.Cabin.Seat.Row3.Pos1.HasPassenger","sensor","boolean","","false","","","","Does the seat have a passenger in it.","","b23d3b25235d5e75a8c6c8e87be9f1ac"
"Vehicle.Cabin.Seat.Row3.Pos1.Occupant","branch","","","false","","","","Occupant data.","","a9b697dbf5c65543aa92b43bbeb0c2da"
"Vehicle.Cabin.Seat.Row3.Pos1.Occupant.Identifier","branch","","","false","","","","Identifier attributes based on OAuth 2.0.","","650e38557e2756b1ba1adcf90efc36a8"
"Vehicle.Cabin.Seat.Row3.Pos1.Occupant.Identifier.Subject","sensor","string","","false","","","","Subject for the authentification of the occupant. E.g. UserID 7331677","","05c13878734150038595618ea907fc61"
"Vehicle.Cabin.Seat.Row3.Pos1.Occupant.Identifier.Issuer","sensor","string","","false","","","","Unique Issuer for the authentification of the occupant. E.g. https://accounts.funcorp.com","","5ed5728dd1f352798de96de0e6479be4"
"Vehicle.Cabin.Seat.Row3.Pos1.IsBelted","sensor","boolean","","false","","","","Is the belt engaged.","","ccbec8f3c29a50f5986620aa8c57495e"
"Vehicle.Cabin.Seat.Row3.Pos1.Heating","actuator","int8","","false","percent","-100","100","Seat cooling / heating. 0 = off. -100 = max cold. +100 = max heat.","","36329e06aa485008b8d10800a384b2ac"
"Vehicle.Cabin.Seat.Row3.Pos1.Massage","actuator","uint8","","false","percent","0","100","Seat massage level. 0 = off. 100 = max massage.","","6fe09492db91588381478ee2e3041895"
"Vehicle.Cabin.Seat.Row3.Pos1.Recline","actuator","int8","","false","degrees","-90","90","Recline level. -90 = Max forward recline. 90 max backward recline.","","d67491430ea85d4a9db3cd27dc7e0ef9"
"Vehicle.Cabin.Seat.Row3.Pos1.Position","actuator","uint16","","false","mm","0","1000","Seat horizontal position. 0 = Frontmost. 1000 = Rearmost.","","b3fe0e11e97e57c2a9cb0b80e8a37a85"
"Vehicle.Cabin.Seat.Row3.Pos1.Height","actuator","uint16","","false","mm","0","1000","Seat vertical position. 0 = Lowermost. 1000 = Uppermost.","","852401a78a0d52fd8f2f038da0d02b42"
"Vehicle.Cabin.Seat.Row3.Pos1.Cushion","branch","","","false","","","","Cushion (leg support) signals.","","077ba4e4183b5fefb0e23b5447293552"
"Vehicle.Cabin.Seat.Row3.Pos1.Cushion.Height","actuator","uint16","","false","mm","0","500","Height of the seat cushion (leg support), relative to seat. 0 = Lowermost. 500 = Uppermost.","","f4e62205ac1d5d38abdef488a945c209"
"Vehicle.Cabin.Seat.Row3.Pos1.Cushion.Length","actuator","uint16","","false","mm","0","500","Forward length of cushion (leg support), relative to seat. 0 = Rearmost. 500 = Forwardmost.","","b3c95c1fa65f56cb9d1932bb69706f6d"
"Vehicle.Cabin.Seat.Row3.Pos1.Lumbar","branch","","","false","","","","Lumbar signals","","ae459de9873c501282503e9f7349c3b0"
"Vehicle.Cabin.Seat.Row3.Pos1.Lumbar.Inflation","actuator","uint8","","false","","0","255","Lumbar support inflation. 0 = Fully deflated. 255 = Fully inflated.","","5b92b710434555998f630bfa6b5acb79"
"Vehicle.Cabin.Seat.Row3.Pos1.Lumbar.Height","actuator","uint8","","false","","0","255","Lumbar support position. 0 = Lowermost. 255 = Uppermost.","","f7453c8e57bf5d66b46fe9a1d8fc2416"
"Vehicle.Cabin.Seat.Row3.Pos1.SideBolster","branch","","","false","","","","Side bolster settings","","727cffeec6265c4788a5affea724e49e"
"Vehicle.Cabin.Seat.Row3.Pos1.SideBolster.Inflation","actuator","uint8","","false","","0","255","Side bolster support inflation. 0 = Fully deflated. 255 = Fully inflated.","","735588ba73f159a6abb0509378fe8367"
"Vehicle.Cabin.Seat.Row3.Pos1.HeadRestraint","branch","","","false","","","","Head restraint settings","","7ecab5f4d2f857b78aa11e305a6143c3"
"Vehicle.Cabin.Seat.Row3.Pos1.HeadRestraint.Height","actuator","uint8","","false","mm","0","255","Height of head restraint. 0 = Bottommost. 255 = Uppermost.","","c4de70157741565ba9c5b453a4e2718c"
"Vehicle.Cabin.Seat.Row3.Pos1.Airbag","branch","","","false","","","","Airbag signals","","32bb9663b2c8542583dd8f96f5d7ddfa"
"Vehicle.Cabin.Seat.Row3.Pos1.Airbag.IsDeployed","sensor","boolean","","false","","","","Airbag deployment status. True = Airbag deployed. False = Airbag not deployed.","","b211b42102d558a68ffb5a3a2644ac2b"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch","branch","","","false","","","","Seat switch signals","","1c187426cc6c5f27b32570f55055d8e6"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Warmer","actuator","boolean","","false","","","","Warmer switch for Seat heater (SingleSeat.Heating)","","f1e62c8c0461551da1e8539cfc49e47c"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Cooler","actuator","boolean","","false","","","","Cooler switch for Seat heater (SingleSeat.Heating)","","b467b74a001e55ed95e7756c8b348910"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Forward","actuator","boolean","","false","","","","Seat forward switch engaged (SingleSeat.Position)","","563b72fa65da52d19e1283e172d2d0a6"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Backward","actuator","boolean","","false","","","","Seat backward switch engaged (SingleSeat.Position)","","34c6056f992855b1bb2d019ce5d358db"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Up","actuator","boolean","","false","","","","Seat up switch engaged (SingleSeat.Height)","","f5456d2c12ea5c11adce4b44dd584536"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Down","actuator","boolean","","false","","","","Seat down switch engaged (SingleSeat.Height)","","d72e92629f0d5a5f9478f561471197a3"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.HeadRestraint","branch","","","false","","","","Switches for SingleSeat.HeadRestraint.Height","","9012c2e663e75b0e884cd256fffaf6b6"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.HeadRestraint.Up","actuator","boolean","","false","","","","Head restraint up switch engaged (SingleSeat.HeadRestraint.Height)","","1b2f08d123905b3b81ab9d98965d1a85"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.HeadRestraint.Down","actuator","boolean","","false","","","","Head restraint down switch engaged (SingleSeat.HeadRestraint.Height)","","093b684bd18c5282b15b5234e6daa3ee"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Massage","branch","","","false","","","","Switches for SingleSeat.Massage","","62d53af92b1055f59027100c4fe95385"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Massage.Increase","actuator","boolean","","false","","","","Increase massage level switch engaged (SingleSeat.Massage)","","2a0244749f73524684452afb80ec5231"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Massage.Decrease","actuator","boolean","","false","","","","Decrease massage level switch engaged (SingleSeat.Massage)","","620039f8676e502c99a6dceace70a50d"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Recline","branch","","","false","","","","Switches for SingleSeat.Recline","","8563c16e8a0f591b9ed88354c5bc3500"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Recline.Backward","actuator","boolean","","false","","","","Seatback recline backward switch engaged (SingleSeat.Recline)","","977107bd4357517b873675edfff2f539"
"Vehicle.Cabin.Seat.Row3.Pos1.Switch.Recline.Forward","actuator","boolean","","false","","","","Seatback recline forward switch engaged (SingleSeat.Recline)","","b00f0373a90351b5894edeb787837756"
